date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:44:43	21654/21654	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:24%20GMT	https://winsfolio.net/html/websole/demos/assets/img/line-img.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/line-img.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:43	1672/1672	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:35%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-4.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-4.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:44	6808/6808	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:31%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-1.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-1.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:45	2058/2058	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:32%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-2.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-2.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:45	5975/5975	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:33%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-3.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-3.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:46	20771/20771	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:42%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-1.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-1.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:46	12563/12563	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:43%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-2.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-2.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:46	21128/21128	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:45%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-3.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-3.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:46	18434/18434	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:46%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-4.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-4.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:47	22278/22278	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:48%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-5.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-5.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:47	13829/13829	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:49%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-6.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-6.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:48	18470/18470	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:51%20GMT	https://winsfolio.net/html/websole/demos/assets/img/sponsor-img-7.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/sponsor-img-7.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:48	1278/1278	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:06%20GMT	https://winsfolio.net/html/websole/demos/assets/img/chek.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/chek.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:49	84822/84822	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:40%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-bg.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-bg.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:50	35576/35576	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:52%20GMT	https://winsfolio.net/html/websole/demos/assets/img/stap-img.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/stap-img.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:51	25091/25091	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:53%20GMT	https://winsfolio.net/html/websole/demos/assets/img/team-1.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/team-1.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:51	28066/28066	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:55%20GMT	https://winsfolio.net/html/websole/demos/assets/img/team-2.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/team-2.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:51	31206/31206	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:58%20GMT	https://winsfolio.net/html/websole/demos/assets/img/team-3.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/team-3.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:51	3192/3192	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:20%20GMT	https://winsfolio.net/html/websole/demos/assets/img/google-w.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/google-w.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:52	6193/6193	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:36%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-5.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-5.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:52	51023/51023	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:00%20GMT	https://winsfolio.net/html/websole/demos/assets/img/accordion.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/accordion.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:52	6775/6775	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:07%20GMT	https://winsfolio.net/html/websole/demos/assets/img/clients-1.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/clients-1.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:53	7495/7495	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:08%20GMT	https://winsfolio.net/html/websole/demos/assets/img/clients-2.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/clients-2.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:53	7815/7815	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:10%20GMT	https://winsfolio.net/html/websole/demos/assets/img/clients-3.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/clients-3.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:54	8642/8642	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:11%20GMT	https://winsfolio.net/html/websole/demos/assets/img/clients-4.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/clients-4.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:54	6748/6748	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:12%20GMT	https://winsfolio.net/html/websole/demos/assets/img/clients-5.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/clients-5.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:55	54286/54286	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:01%20GMT	https://winsfolio.net/html/websole/demos/assets/img/blog-img-1.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/blog-img-1.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:55	62561/62561	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:03%20GMT	https://winsfolio.net/html/websole/demos/assets/img/blog-img-2.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/blog-img-2.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:57	16479/16479	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:38%20GMT	https://winsfolio.net/html/websole/demos/assets/img/shaps-6.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/shaps-6.png	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:57	55342/55342	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:05%20GMT	https://winsfolio.net/html/websole/demos/assets/img/blog-img-3.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/blog-img-3.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Feb%202025%2008:15:06%20GMT	https://winsfolio.net/html/websole/demos/about.html	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/about.html	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:57	22959/22959	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2003:38:18%20GMT	https://winsfolio.net/html/websole/demos/assets/img/footer.jpg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/footer.jpg	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Feb%202025%2008:15:06%20GMT	https://winsfolio.net/html/websole/demos/contact.html	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/contact.html	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Feb%202025%2008:15:06%20GMT	https://winsfolio.net/html/websole/demos/faq.html	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/faq.html	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:59	89501/89501	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:12%20GMT	https://winsfolio.net/html/websole/demos/assets/js/jquery-3.6.0.min.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/jquery-3.6.0.min.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:44:59	59219/59219	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:03%20GMT	https://winsfolio.net/html/websole/demos/assets/js/bootstrap.min.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/bootstrap.min.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:00	68253/68253	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:14%20GMT	https://winsfolio.net/html/websole/demos/assets/js/jquery.fancybox.min.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/jquery.fancybox.min.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:00	18396/18396	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:21%20GMT	https://winsfolio.net/html/websole/demos/assets/js/splitText.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/splitText.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:01	87604/87604	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:11%20GMT	https://winsfolio.net/html/websole/demos/assets/js/gsap.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/gsap.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:01	52453/52453	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:19%20GMT	https://winsfolio.net/html/websole/demos/assets/js/scrolltrigger.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/scrolltrigger.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:01	5123/5123	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:09%20GMT	https://winsfolio.net/html/websole/demos/assets/js/custom.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/custom.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:02	40808/40808	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:22%20GMT	https://winsfolio.net/html/websole/demos/assets/js/sweetalert.min.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/sweetalert.min.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:02	1980/1980	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2003:39:08%20GMT	https://winsfolio.net/html/websole/demos/assets/js/contact.js	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/js/contact.js	(from https://winsfolio.net/html/websole/demos/index-4.html)
13:45:02	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Feb%202025%2008:15:11%20GMT	https://winsfolio.net/html/websole/demos/assets/css/owl.video.play.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/css/owl.video.play.png	(from https://winsfolio.net/html/websole/demos/assets/css/owl.carousel.min.css)
13:45:03	107656/107656	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Sep%202024%2003:37:45%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-brands-400.woff2	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-brands-400.woff2	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:04	25236/25236	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Sep%202024%2003:37:48%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-regular-400.woff2	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-regular-400.woff2	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:04	62320/62320	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Sep%202024%2003:37:47%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-regular-400.ttf	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-regular-400.ttf	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:04	186124/186124	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Sep%202024%2003:37:43%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-brands-400.ttf	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-brands-400.ttf	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:05	4568/4568	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Sep%202024%2003:37:55%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-v4compatibility.woff2	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-v4compatibility.woff2	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:05	397420/397420	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Sep%202024%2003:37:51%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-solid-900.ttf	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-solid-900.ttf	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:05	150516/150516	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Sep%202024%2003:37:52%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-solid-900.woff2	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-solid-900.woff2	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:06	10140/10140	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Sep%202024%2003:37:54%20GMT	https://winsfolio.net/html/websole/demos/assets/fonts/fa-v4compatibility.ttf	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/fonts/fa-v4compatibility.ttf	(from https://winsfolio.net/html/websole/demos/assets/css/fontawesome.min.css)
13:45:07	6104/6104	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Sep%202024%2003:37:39%20GMT	https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.woff2?d55f86a22933602e196e1a23838b4151	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection0e38.woff2	(from https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.css)
13:45:07	7252/7252	---M--	200	added ('OK')	font/woff	date:Thu,%2019%20Sep%202024%2003:37:37%20GMT	https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.woff?d55f86a22933602e196e1a23838b4151	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection0e38.woff	(from https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.css)
13:45:08	12180/12180	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Sep%202024%2003:37:28%20GMT	https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.eot?d55f86a22933602e196e1a23838b4151	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection0e38.eot	(from https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.css)
13:45:08	11960/11960	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Sep%202024%2003:37:36%20GMT	https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.ttf?d55f86a22933602e196e1a23838b4151	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection0e38.ttf	(from https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.css)
13:45:09	588/588	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Sep%202024%2003:38:15%20GMT	https://winsfolio.net/html/websole/demos/assets/img/down-arrow.svg	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/down-arrow.svg	(from https://winsfolio.net/html/websole/demos/assets/css/style.css)
13:45:09	3594/3594	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:21%20GMT	https://winsfolio.net/html/websole/demos/assets/img/google.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/google.png	(from https://winsfolio.net/html/websole/demos/index.html)
13:45:09	81515/81515	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Sep%202024%2003:37:34%20GMT	https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.svg?d55f86a22933602e196e1a23838b4151	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection0e38.svg	(from https://winsfolio.net/html/websole/demos/assets/font/flaticon_mycollection.css)
13:45:10	3849/3849	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202024%2003:38:16%20GMT	https://winsfolio.net/html/websole/demos/assets/img/fom-img.png	C:/Users/anabi/OneDrive/Desktop/Gharpayy/Websole/winsfolio.net/html/websole/demos/assets/img/fom-img.png	(from https://winsfolio.net/html/websole/demos/index.html)
